"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","FGM","FGA","3PTM","FTM","FTA","PTS","REB","AST","ST","BLK","TO","3D","2D"
"*01enh*","Stephen Curry","GS","PG,SG,G,Flx","21","CCC","36","GS 110<br/>@MIN 114 F","3153","42.61","-","-","8.8","19.5","4.8","4.0","4.4","26.4","4.5","5.1","0.7","0.4","2.8","0.0","7"
"*05qsq*","Tyrese Maxey","PHI","PG,SG,G,Flx","22","GBRAYERS","23","PHI 121<br/>@LAC 107 F","3153","45.04","-","-","9.1","20.3","3.0","4.7","5.4","25.9","3.7","6.2","1.0","0.5","1.7","0.0","9"
"*027oz*","Kawhi Leonard","LAC","SG,G,SF,PF,F,Flx","23","BBB","32","PHI 121<br/>@LAC 107 F","3135","46.1","-","-","9.0","17.1","2.1","3.7","4.2","23.7","6.1","3.6","1.6","0.9","1.8","0.0","4"
"*02nf6*","Damian Lillard","MIL","PG,G,Flx","24","Jmarr237","33","OKC 93<br/>@MIL 118 F","3093","42.37","-","-","7.4","17.5","3.0","6.5","7.0","24.3","4.4","7.0","1.0","0.2","2.6","0.0","12"
"*06210*","Paolo Banchero","ORL","SF,PF,F,Flx","25","SERP","21","","3074","38.42","-","-","8.0","17.6","1.5","5.1","7.0","22.6","6.9","5.4","0.9","0.6","3.1","0.0","16"
"*01eo6*","James Harden","PHI/LAC","PG,SG,G,Flx","26","Jmarr237","34","PHI 121<br/>@LAC 107 F","3036","42.17","-","-","4.9","11.4","2.6","4.2","4.8","16.6","5.1","8.5","1.1","0.8","2.6","0.0","23"
"*02xg9*","Rudy Gobert","MIN","C,Flx","27","Jmarr237","31","GS 110<br/>@MIN 114 F","3031","39.88","-","-","5.3","8.1","0.0","3.3","5.1","14.0","12.9","1.3","0.7","2.1","1.6","0.0","54"
"*01uyj*","Paul George","LAC","SF,PF,F,Flx","28","Jmarr237","34","PHI 121<br/>@LAC 107 F","3027","40.91","-","-","7.9","16.7","3.3","3.6","3.9","22.6","5.2","3.5","1.5","0.5","2.1","0.0","3"
"*04ewm*","Jarrett Allen","CLE","C,Flx","29","Jmarr237","26","CLE 84<br/>@MIA 121 F","3018","39.19","-","-","6.7","10.6","0.0","3.0","4.1","16.5","10.5","2.7","0.7","1.1","1.6","0.0","42"
"*027p0*","Nikola Vucevic","CHI","C,Flx","30","BBB","33","","2999","39.46","-","-","7.7","15.9","1.2","1.4","1.7","18.0","10.5","3.3","0.7","0.8","1.6","0.0","45"
"*04ewf*","Bam Adebayo","MIA","C,Flx","31","Jmarr237","26","CLE 84<br/>@MIA 121 F","2977","41.93","-","-","7.5","14.3","0.2","4.1","5.5","19.3","10.4","3.9","1.1","0.9","2.3","0.0","42"
"*051oh*","Zion Williamson","NO","PF,F,Flx","32","STARKS","23","NO 114<br/>@DET 101 F","2858","40.83","-","-","8.9","15.6","0.1","5.0","7.1","22.9","5.8","5.0","1.1","0.7","2.8","0.0","12"
"*05uie*","Scottie Barnes","TOR","SG,G,SF,PF,F,Flx","33","Orcas","22","","2795","46.58","-","-","7.5","15.7","1.7","3.3","4.2","19.9","8.2","6.1","1.3","1.5","2.8","0.1","25"
"*03ad4*","D'Angelo Russell","LAL","PG,SG,G,Flx","34","HBC","28","IND 145<br/>@LAL 150 F","2794","36.76","-","-","6.5","14.2","3.0","2.1","2.5","18.0","3.1","6.3","0.9","0.5","2.1","0.0","10"
"*05uiq*","Alperen Sengun","HOU","C,Flx","35","GBRAYERS","21","","2769","43.95","-","-","8.4","15.6","0.5","3.9","5.6","21.1","9.3","5.0","1.2","0.7","2.6","0.0","29"
"*027oj*","Kyrie Irving","DAL","PG,SG,G,Flx","36","BBB","32","","2727","47.02","-","-","9.7","19.5","3.0","3.3","3.6","25.6","5.0","5.2","1.3","0.5","1.8","0.0","5"
"*04ewt*","Derrick White","BOS","PG,SG,G,Flx","37","CCC","29","","2720","37.26","-","-","5.3","11.5","2.7","1.9","2.1","15.2","4.2","5.2","1.0","1.2","1.5","0.0","5"
"*03lls*","Jaylen Brown","BOS","SG,G,SF,F,Flx","38","STARKS","27","","2712","38.74","-","-","9.0","17.9","2.1","3.0","4.3","23.0","5.5","3.6","1.2","0.5","2.4","0.0","6"
"*04qrn*","Mikal Bridges","BKN","SG,G,SF,PF,F,Flx","39","STARKS","27","","2693","32.84","-","-","6.9","15.8","2.7","3.1","3.9","19.6","4.5","3.6","1.0","0.4","2.0","0.0","3"
"*04ewe*","Donovan Mitchell","CLE","PG,SG,G,Flx","40","CCC","27","CLE 84<br/>@MIA 121 F","2693","48.96","-","-","9.1","19.8","3.3","5.0","5.8","26.6","5.1","6.1","1.8","0.5","2.8","0.0","6"
"*0621b*","Jalen Williams","OKC","SG,G,SF,PF,F,Flx","41","HBC","23","OKC 93<br/>@MIL 118 F","2682","37.77","-","-","7.5","14.0","1.5","2.5","3.1","19.1","4.0","4.5","1.1","0.6","1.7","0.0","3"
"*051on*","Coby White","CHI","PG,SG,G,Flx","42","$?$","24","","2679","33.91","-","-","6.8","15.3","2.6","2.8","3.3","19.1","4.5","5.1","0.7","0.2","2.1","0.0","5"
"*05uus*","Austin Reaves","LAL","PG,SG,G,SF,F,Flx","43","Orcas","25","IND 145<br/>@LAL 150 F","2677","32.65","-","-","5.6","11.5","1.9","2.8","3.3","15.9","4.3","5.5","0.8","0.3","2.1","0.0","9"
"*03ad2*","Myles Turner","IND","C,Flx","44","Jmarr237","28","IND 145<br/>@LAL 150 F","2677","34.77","-","-","6.2","11.8","1.5","3.2","4.1","17.1","6.9","1.3","0.5","1.9","1.4","0.0","17"
"*04qrk*","Trae Young","ATL","PG,G,Flx","45","Orcas","25","","2614","48.41","-","-","8.0","18.7","3.2","6.4","7.5","25.7","2.8","10.8","1.3","0.2","4.4","0.0","37"
"*04qrp*","Miles Bridges","CHA","SF,PF,F,Flx","46","Jmarr237","26","","2598","37.65","-","-","8.1","17.5","2.3","2.5","3.1","21.0","7.3","3.3","0.9","0.5","2.0","0.0","19"
"*04ewr*","Kyle Kuzma","WAS","SF,PF,F,Flx","47","BIGFOOTS","28","","2597","37.1","-","-","8.7","18.8","2.2","2.7","3.4","22.2","6.6","4.2","0.5","0.7","2.7","0.0","14"
"*03e6n*","Jusuf Nurkic","PHO","C,Flx","48","CCC","29","","2559","33.67","-","-","4.2","8.3","0.3","2.2","3.4","10.9","11.0","4.0","1.1","1.1","2.3","0.0","28"
"*04qrr*","Michael Porter","DEN","SF,PF,F,Flx","49","HBC","25","","2556","31.56","-","-","6.4","13.3","2.7","1.1","1.4","16.7","7.0","1.5","0.5","0.7","1.1","0.0","14"
"*05uic*","Jalen Green","HOU","PG,SG,G,Flx","50","$?$","22","","2550","31.1","-","-","6.9","16.2","2.5","3.5","4.3","19.6","5.2","3.5","0.8","0.3","2.3","0.0","7"
"*051pb*","Nicolas Claxton","BKN","C,Flx","51","Orcas","25","","2546","35.86","-","-","5.2","8.2","0.0","1.5","2.8","11.8","9.9","2.1","0.6","2.1","1.3","0.0","30"
"*031lx*","CJ McCollum","NO","PG,SG,G,Flx","52","BBB","32","NO 114<br/>@DET 101 F","2542","38.52","-","-","7.3","16.0","3.6","1.7","2.1","20.0","4.3","4.6","0.9","0.6","1.7","0.0","2"
"*005ki*","Brook Lopez","MIL","C,Flx","53","BBB","36","OKC 93<br/>@MIL 118 F","2530","32.03","-","-","4.6","9.6","1.9","1.4","1.7","12.5","5.2","1.6","0.5","2.4","1.0","0.0","5"
"*051pi*","Daniel Gafford","WAS/DAL","PF,F,C,Flx","54","CCC","25","","2519","34.04","-","-","4.7","6.5","0.0","1.6","2.4","11.0","7.6","1.6","0.9","2.1","1.0","0.0","15"
"*04qrj*","Jaren Jackson","MEM","PF,F,C,Flx","55","maxpat01","24","","2500","37.88","-","-","7.8","17.6","1.8","5.1","6.3","22.5","5.5","2.3","1.2","1.6","2.4","0.0","5"
"*042n4*","Jamal Murray","DEN","PG,SG,G,Flx","56","CCC","27","","2496","42.31","-","-","8.0","16.7","2.5","2.7","3.1","21.2","4.1","6.5","1.0","0.7","2.1","0.0","11"
"*05uii*","Franz Wagner","ORL","SG,G,SF,F,Flx","57","Orcas","22","","2487","34.54","-","-","7.3","15.2","1.3","3.8","4.4","19.7","5.3","3.7","1.1","0.4","1.9","0.0","0"
"*03al2*","Joel Embiid","PHI","C,Flx","58","Orcas","30","PHI 121<br/>@LAC 107 F","2485","63.72","-","-","11.5","21.8","1.4","10.2","11.6","34.7","11.0","5.6","1.2","1.7","3.8","0.1","30"
"*05uib*","Cade Cunningham","DET","PG,SG,G,Flx","59","SERP","22","NO 114<br/>@DET 101 F","2481","40.02","-","-","8.5","18.8","1.9","3.8","4.4","22.7","4.3","7.5","0.9","0.4","3.4","0.0","14"
"*04qrm*","Collin Sexton","UTA","PG,SG,G,Flx","60","BIGFOOTS","25","","2477","31.76","-","-","6.5","13.3","1.6","4.1","4.7","18.7","2.6","4.9","0.8","0.2","2.1","0.0","4"
"*04qru*","Donte DiVincenzo","NY","SG,G,Flx","61","BIGFOOTS","27","","2475","30.56","-","-","5.5","12.4","3.5","1.1","1.4","15.5","3.7","2.7","1.3","0.4","1.4","0.0","0"
"*03e6u*","Bogdan Bogdanovic","ATL","SG,G,SF,F,Flx","62","Jmarr237","31","","2434","30.81","-","-","6.0","13.9","3.0","1.9","2.1","16.9","3.4","3.1","1.2","0.3","1.4","0.0","1"
"*042n1*","Brandon Ingram","NO","SG,G,SF,PF,F,Flx","63","SDP","26","NO 114<br/>@DET 101 F","2433","38.02","-","-","7.8","15.9","1.3","3.8","4.8","20.8","5.1","5.7","0.8","0.6","2.5","0.0","3"
"*027p4*","Tobias Harris","PHI","SF,PF,F,Flx","64","Jmarr237","31","PHI 121<br/>@LAC 107 F","2427","34.67","-","-","6.6","13.6","1.3","2.7","3.0","17.2","6.5","3.1","1.0","0.7","1.3","0.0","9"
"*027oo*","Jonas Valanciunas","NO","C,Flx","65","STARKS","32","NO 114<br/>@DET 101 F","2391","29.16","-","-","4.9","8.8","0.5","2.0","2.5","12.2","8.8","2.1","0.4","0.8","1.4","0.0","33"
"*03ad3*","Karl-Anthony Towns","MIN","PF,F,C,Flx","66","SDP","28","GS 110<br/>@MIN 114 F","2374","38.29","-","-","7.7","15.3","2.2","4.1","4.7","21.8","8.3","3.0","0.7","0.7","2.9","0.0","22"
"*05qtr*","Devin Vassell","SA","SG,G,SF,F,Flx","67","CCC","23","","2372","34.88","-","-","7.3","15.5","2.4","2.4","3.0","19.5","3.8","4.1","1.1","0.3","1.6","0.0","0"
"*06213*","Keegan Murray","SAC","SF,PF,F,Flx","68","SDP","23","","2363","30.69","-","-","5.8","12.7","2.4","1.3","1.6","15.2","5.5","1.7","1.0","0.8","0.8","0.0","8"
"*05uig*","Josh Giddey","OKC","SG,G,SF,PF,F,Flx","69","STARKS","21","OKC 93<br/>@MIL 118 F","2360","29.5","-","-","5.0","10.6","1.0","1.3","1.6","12.3","6.4","4.8","0.6","0.6","2.1","0.0","10"
"*031m4*","Dennis Schroder","TOR/BKN","PG,G,Flx","70","HBC","30","","2352","29.4","-","-","5.0","11.6","1.7","2.2","2.7","14.0","3.0","6.1","0.8","0.2","1.9","0.0","8"
"*027pe*","Jimmy Butler","MIA","SF,PF,F,Flx","71","STARKS","34","CLE 84<br/>@MIA 121 F","2347","39.12","-","-","6.6","13.2","1.0","6.6","7.7","20.8","5.3","5.0","1.3","0.3","1.7","0.0","5"
"*05qtj*","Deni Avdija","WAS","SF,PF,F,Flx","72","GBRAYERS","23","","2341","31.21","-","-","5.4","10.7","1.2","2.7","3.6","14.7","7.2","3.8","0.8","0.5","2.1","0.0","18"
"*03el5*","Kristaps Porzingis","BOS","PF,F,C,Flx","73","STARKS","28","","2335","40.96","-","-","6.8","13.2","1.9","4.5","5.3","20.1","7.2","2.0","0.7","1.9","1.6","0.0","13"
"*03e6s*","Clint Capela","ATL","C,Flx","74","Jmarr237","30","","2330","31.92","-","-","4.8","8.5","0.0","1.8","2.8","11.5","10.6","1.2","0.6","1.5","1.0","0.0","38"
"*0015e*","Mike Conley","MIN","PG,G,Flx","75","Jmarr237","36","GS 110<br/>@MIN 114 F","2324","30.58","-","-","3.9","8.5","2.4","1.3","1.5","11.4","2.9","5.9","1.2","0.2","1.3","0.0","5"
"*03nwn*","Bobby Portis","MIL","PF,F,C,Flx","76","CCC","29","OKC 93<br/>@MIL 118 F","2293","27.96","-","-","5.7","11.2","1.2","1.2","1.5","13.8","7.4","1.3","0.8","0.4","1.1","0.0","17"
"*04ewu*","Josh Hart","NY","SG,G,SF,F,Flx","77","BBB","29","","2281","28.16","-","-","3.6","8.4","1.0","1.1","1.4","9.4","8.3","4.1","0.9","0.3","1.5","0.1","21"
"*051p8*","Jordan Poole","WAS","PG,SG,G,Flx","78","BIGFOOTS","24","","2281","29.24","-","-","6.3","15.2","2.4","2.5","2.8","17.4","2.7","4.4","1.1","0.3","2.4","0.0","4"
"*03nwl*","Terry Rozier","CHA/MIA","PG,SG,G,Flx","79","Jmarr237","30","CLE 84<br/>@MIA 121 F","2277","37.33","-","-","7.2","16.4","2.4","2.8","3.2","19.8","4.0","5.6","1.0","0.3","1.7","0.0","4"
"*03ad0*","Tyus Jones","WAS","PG,G,Flx","80","SDP","28","","2268","34.36","-","-","4.9","10.1","1.6","0.5","0.6","12.0","2.7","7.3","1.1","0.3","1.0","0.0","9"
"*03al0*","Aaron Gordon","DEN","PF,F,Flx","81","HBC","28","","2248","30.79","-","-","5.5","9.8","0.5","2.4","3.7","13.9","6.5","3.5","0.8","0.6","1.4","0.0","12"
"*04azw*","Lauri Markkanen","UTA","SF,PF,F,Flx","82","STARKS","26","","2246","40.84","-","-","7.8","16.2","3.2","4.5","5.0","23.2","8.2","2.0","0.9","0.5","1.4","0.0","19"
"*06212*","Jabari Smith","HOU","PF,F,C,Flx","83","SERP","21","","2234","29.39","-","-","5.0","11.0","1.8","2.0","2.4","13.7","8.1","1.6","0.7","0.8","1.2","0.0","16"
"*01eo9*","Jrue Holiday","BOS","PG,SG,G,Flx","84","STARKS","33","","2220","32.17","-","-","4.8","10.0","2.0","0.9","1.0","12.5","5.4","4.8","0.9","0.8","1.8","0.0","7"
"*04qry*","Grayson Allen","PHO","SG,G,SF,F,Flx","85","maxpat01","28","","2216","29.55","-","-","4.5","9.1","2.7","1.7","2.0","13.5","3.9","3.0","0.9","0.6","1.3","0.0","1"
"*05qtq*","Tre Jones","SA","PG,G,Flx","86","BBB","24","","2196","28.52","-","-","3.9","7.8","0.8","1.3","1.5","10.0","3.8","6.2","1.0","0.1","1.5","0.0","5"
"*027ou*","Klay Thompson","GS","SG,G,SF,F,Flx","87","BBB","34","GS 110<br/>@MIN 114 F","2192","28.47","-","-","6.4","14.7","3.5","1.6","1.8","17.9","3.3","2.3","0.6","0.5","1.5","0.0","0"
"*04ex6*","Isaiah Hartenstein","NY","C,Flx","88","CCC","26","","2166","28.88","-","-","3.1","4.9","0.0","1.5","2.1","7.8","8.3","2.5","1.2","1.1","1.2","0.0","10"
"*0527h*","Naz Reid","MIN","PF,F,C,Flx","89","$?$","24","GS 110<br/>@MIN 114 F","2150","26.54","-","-","5.0","10.5","2.1","1.3","1.8","13.5","5.2","1.3","0.8","0.9","1.4","0.0","6"
"*05qu9*","Immanuel Quickley","NY/TOR","PG,SG,G,Flx","90","SERP","24","","2148","31.59","-","-","5.7","13.1","2.5","3.1","3.6","17.0","3.8","4.9","0.7","0.1","1.5","0.0","8"
"*06cca*","Brandon Miller","CHA","SG,G,SF,PF,F,Flx","91","SDP","21","","2137","28.88","-","-","6.4","14.6","2.5","1.9","2.3","17.3","4.3","2.4","0.9","0.6","1.8","0.0","1"
"*05uiu*","Jalen Johnson","ATL","SF,PF,F,Flx","92","SERP","22","","2132","38.07","-","-","6.4","12.5","1.3","1.9","2.6","16.0","8.7","3.6","1.2","0.8","1.8","0.0","19"
"*0496e*","Alex Caruso","CHI","PG,SG,G,Flx","93","SDP","30","","2118","29.83","-","-","3.6","7.6","1.9","1.0","1.4","10.1","3.8","3.5","1.7","1.0","1.4","0.0","1"
"*049kc*","Malik Monk","SAC","PG,SG,G,Flx","94","BIGFOOTS","26","","2114","29.36","-","-","5.5","12.4","2.1","2.4","2.8","15.4","2.9","5.1","0.6","0.5","2.1","0.0","2"
"*04ewk*","John Collins","UTA","PF,F,C,Flx","95","Jmarr237","26","","2108","31","-","-","5.8","11.0","1.3","2.2","2.7","15.1","8.5","1.1","0.6","0.9","1.4","0.0","24"
"*042n3*","Buddy Hield","IND/PHI","SG,G,SF,F,Flx","96","Jmarr237","31","PHI 121<br/>@LAC 107 F","2102","25.02","-","-","4.4","10.1","2.6","0.6","0.7","12.1","3.2","2.8","0.8","0.5","1.2","0.0","1"
"*0621c*","Jalen Duren","DET","C,Flx","97","maxpat01","20","NO 114<br/>@DET 101 F","2090","34.26","-","-","5.7","9.2","0.0","2.3","3.0","13.8","11.6","2.4","0.5","0.8","2.1","0.0","44"
"*05uj9*","Herbert Jones","NO","SF,PF,F,Flx","98","BIGFOOTS","25","NO 114<br/>@DET 101 F","2080","27.37","-","-","3.9","7.7","1.5","1.8","2.1","11.0","3.6","2.6","1.4","0.8","1.2","0.0","0"
"*031m0*","Kelly Olynyk","UTA/TOR","PF,F,C,Flx","99","BBB","33","","2076","26.62","-","-","3.5","6.4","0.8","1.9","2.3","9.8","5.3","4.4","0.9","0.4","1.9","0.0","6"
"*042nf*","Caris LeVert","CLE","SG,G,SF,F,Flx","100","Jmarr237","29","CLE 84<br/>@MIA 121 F","2073","30.49","-","-","5.1","12.1","1.6","2.3","3.0","14.0","4.1","5.1","1.1","0.5","1.7","0.0","6"
"*049kd*","Deandre Ayton","POR","C,Flx","101","SDP","25","","2059","37.44","-","-","7.8","13.6","0.0","1.2","1.4","16.7","11.1","1.6","1.0","0.8","1.8","0.0","32"
"*05uj1*","Cameron Thomas","BKN","SG,G,SF,F,Flx","102","Orcas","22","","2034","30.82","-","-","8.0","18.0","2.2","4.3","5.1","22.5","3.2","2.9","0.7","0.2","1.9","0.0","0"
"*05uih*","Jonathan Kuminga","GS","PF,F,C,Flx","103","Orcas","21","GS 110<br/>@MIN 114 F","2026","27.38","-","-","6.2","11.6","0.7","3.0","4.0","16.1","4.8","2.2","0.7","0.5","1.6","0.0","5"
"*042nt*","Ivica Zubac","LAC","C,Flx","104","GBRAYERS","27","PHI 121<br/>@LAC 107 F","2023","29.75","-","-","5.0","7.6","0.0","1.8","2.4","11.7","9.2","1.4","0.3","1.2","1.2","0.0","23"
"*05uif*","Jalen Suggs","ORL","PG,SG,G,Flx","105","$?$","22","","2003","26.71","-","-","4.5","9.5","2.0","1.6","2.1","12.6","3.1","2.7","1.4","0.6","1.8","0.0","0"
"*05uid*","Evan Mobley","CLE","PF,F,C,Flx","106","$?$","22","CLE 84<br/>@MIA 121 F","1967","39.34","-","-","6.4","11.0","0.4","2.5","3.4","15.7","9.4","3.2","0.9","1.4","1.8","0.0","22"
"*06214*","Jaden Ivey","DET","PG,SG,G,Flx","107","Orcas","22","NO 114<br/>@DET 101 F","1966","25.53","-","-","5.4","12.6","1.6","2.9","3.9","15.4","3.4","3.8","0.7","0.5","2.5","0.0","2"
"*051os*","P.J. Washington","CHA/DAL","PF,F,C,Flx","108","Orcas","25","","1955","26.78","-","-","4.8","11.1","1.8","1.4","2.0","12.9","5.6","1.9","1.0","0.8","1.3","0.0","4"
"*051p9*","Keldon Johnson","SA","SG,G,SF,F,Flx","109","GBRAYERS","24","","1954","28.32","-","-","5.7","12.5","1.8","2.5","3.2","15.7","5.5","2.8","0.7","0.3","1.4","0.0","9"
"*0558t*","Max Strus","CLE","SG,G,SF,PF,F,Flx","110","CCC","28","CLE 84<br/>@MIA 121 F","1946","27.8","-","-","4.3","10.4","2.4","1.1","1.4","12.2","4.8","4.0","0.9","0.4","1.6","0.0","5"
"*05ujc*","Ayo Dosunmu","CHI","PG,SG,G,SF,F,Flx","111","HBC","24","","1936","25.47","-","-","4.7","9.5","1.6","1.1","1.4","12.2","2.8","3.2","0.9","0.5","1.4","0.0","1"
"*051ol*","Darius Garland","CLE","PG,G,Flx","112","$?$","24","CLE 84<br/>@MIA 121 F","1922","33.72","-","-","6.6","14.8","2.3","2.6","3.1","18.0","2.7","6.5","1.3","0.1","3.1","0.0","6"
"*06218*","Jeremy Sochan","SA","PG,G,PF,F,Flx","113","SERP","20","","1918","25.92","-","-","4.6","10.5","0.9","1.5","1.9","11.6","6.4","3.4","0.8","0.5","1.9","0.0","7"
"*03wr4*","T.J. McConnell","IND","PG,G,Flx","114","BBB","32","IND 145<br/>@LAL 150 F","1882","26.51","-","-","4.6","8.4","0.3","0.7","0.9","10.2","2.7","5.5","1.0","0.1","1.5","0.0","4"
"*02nf3*","Bradley Beal","PHO","SG,G,SF,F,Flx","115","SDP","30","","1881","35.49","-","-","7.1","13.9","1.9","2.1","2.5","18.2","4.4","5.0","1.0","0.5","2.5","0.0","3"
"*03nwk*","Kelly Oubre Jr.","PHI","SG,G,SF,F,Flx","116","CCC","28","PHI 121<br/>@LAC 107 F","1863","27.4","-","-","5.7","12.9","1.5","2.6","3.4","15.4","5.0","1.5","1.1","0.7","1.3","0.0","4"
"*05qtl*","Cole Anthony","ORL","PG,G,Flx","117","HBC","24","","1834","22.64","-","-","4.1","9.4","1.1","2.2","2.7","11.6","3.8","2.9","0.8","0.5","1.6","0.0","3"
"*051oj*","RJ Barrett","NY/TOR","SG,G,SF,F,Flx","118","HBC","23","","1834","31.62","-","-","7.5","15.2","1.6","3.6","5.0","20.2","5.4","3.3","0.5","0.4","2.2","0.0","2"
"*05qst*","Paul Reed","PHI","PF,F,C,Flx","119","CCC","24","PHI 121<br/>@LAC 107 F","1827","22.28","-","-","3.2","5.9","0.3","0.7","1.0","7.3","6.0","1.3","0.8","1.0","0.8","0.0","8"
"*03ajv*","Julius Randle","NY","PF,F,Flx","120","BBB","29","","1816","39.48","-","-","8.6","18.2","1.7","5.1","6.6","24.0","9.2","5.0","0.5","0.3","3.5","0.0","18"
"*0621l*","Walker Kessler","UTA","C,Flx","121","CCC","22","","1812","28.31","-","-","3.6","5.5","0.1","0.9","1.5","8.1","7.5","0.9","0.5","2.4","1.0","0.0","7"
"*05qsx*","Obi Toppin","IND","PF,F,Flx","122","CCC","26","IND 145<br/>@LAL 150 F","1807","22.04","-","-","4.0","7.1","1.2","0.9","1.2","10.3","3.9","1.6","0.6","0.5","0.8","0.0","1"
"*05qt4*","Aaron Nesmith","IND","SF,PF,F,Flx","123","$?$","24","IND 145<br/>@LAL 150 F","1803","25.04","-","-","4.4","8.8","1.9","1.5","1.9","12.2","3.8","1.5","0.9","0.7","0.9","0.0","1"
"*06cc7*","Brandin Podziemski","GS","SG,G,Flx","124","STARKS","21","GS 110<br/>@MIN 114 F","1799","24.31","-","-","3.7","8.1","1.2","0.7","1.1","9.2","5.8","3.7","0.8","0.2","1.2","0.0","7"
